_CustomerID,OrderDate,Order Quantity,Discount Applied,Unit Price,Unit Cost,Revenue
33,2019-01-15,2,0.05,3571.1,1999.816,2785.458
10,2019-01-15,8,0.2,2398.6,1319.23,4797.199999999999
8,2019-01-15,5,0.05,1299.8,1026.842,1039.8399999999992
41,2019-01-15,6,0.05,877.7,658.275,1053.2400000000005
32,2019-01-15,7,0.2,1018.4,712.88,712.8800000000002
26,2019-01-15,7,0.1,3584.5,2365.77,6021.960000000001
39,2019-01-15,4,0.05,991.6,743.7,793.2799999999997
24,2019-01-15,1,0.15,6391.8,3323.736,2109.294000000001
19,2019-01-16,1,0.05,871.0,644.54,182.91000000000008
18,2019-01-16,7,0.075,1112.2,923.126,739.6130000000007
17,2019-01-16,1,0.15,1835.8,844.468,715.9619999999999
39,2019-01-16,8,0.075,201.0,90.45,763.8000000000001
38,2019-01-16,1,0.1,5038.4,3526.88,1007.6799999999994
32,2019-01-17,8,0.1,1098.8,933.98,439.5199999999995
21,2019-01-17,3,0.075,2271.3,1703.475,1192.4325000000013
5,2019-01-17,6,0.05,1313.2,617.204,3782.016
19,2019-01-17,4,0.05,971.5,388.6,2137.2999999999997
11,2019-01-17,4,0.075,1829.1,1444.989,987.7139999999999
35,2019-01-17,2,0.1,1735.3,1370.887,381.7660000000001
21,2019-01-17,8,0.3,3932.9,1769.805,7865.800000000001
11,2019-01-17,8,0.4,2653.2,1804.176,-1698.0480000000007
31,2019-01-17,4,0.1,1882.7,1355.544,1355.5439999999999
48,2019-01-17,4,0.05,3932.9,2359.74,5506.060000000001
24,2019-01-17,4,0.075,3912.8,2034.656,6338.736000000001
38,2019-01-18,5,0.15,978.2,743.432,440.19000000000005
48,2019-01-18,6,0.1,1842.5,1197.625,2763.75
7,2019-01-18,7,0.4,254.6,104.386,338.61799999999994
25,2019-01-18,1,0.075,1065.3,575.262,410.1405
12,2019-01-18,5,0.3,3510.8,2211.804,1228.7800000000016
9,2019-01-18,7,0.075,5701.7,2907.867,16563.4385
39,2019-01-18,3,0.15,3390.2,2373.14,1525.5900000000006
46,2019-01-19,1,0.1,2298.1,1401.841,666.4490000000001
6,2019-01-19,6,0.2,3959.7,1663.074,9028.115999999998
22,2019-01-19,6,0.075,2318.2,1715.468,2573.2019999999998
33,2019-01-19,2,0.2,201.0,82.41,156.78000000000003
26,2019-01-19,3,0.1,2827.4,2403.29,424.1099999999997
42,2019-01-19,2,0.1,884.4,689.832,212.25600000000009
45,2019-01-19,4,0.1,3966.4,2697.152,3490.4320000000007
32,2019-01-20,8,0.05,3899.4,3314.49,3119.520000000004
38,2019-01-20,1,0.05,770.5,547.055,184.92000000000007
46,2019-01-20,8,0.05,1038.5,633.485,2824.7200000000003
31,2019-01-20,3,0.4,837.5,661.625,-477.375
43,2019-01-20,3,0.075,6545.9,3076.573,8935.153499999999
14,2019-01-20,3,0.1,254.6,198.588,91.65599999999998
7,2019-01-20,2,0.4,174.2,78.39,52.25999999999999
39,2019-01-20,3,0.1,1025.1,768.825,461.2949999999996
3,2019-01-20,2,0.05,1775.5,727.955,1917.5399999999997
41,2019-01-20,8,0.4,3390.2,2000.218,271.21599999999853
7,2019-01-20,3,0.05,234.5,93.8,386.92500000000007
6,2019-01-20,5,0.05,2385.2,1454.972,4054.8399999999983
18,2019-01-20,2,0.05,1038.5,446.555,1080.04
14,2019-01-20,1,0.075,2492.4,1395.744,909.7260000000003
3,2019-01-20,8,0.15,1045.2,595.764,2341.2480000000005
34,2019-01-20,2,0.4,6177.4,2779.83,1853.2199999999993
47,2019-01-20,6,0.05,2639.8,1214.308,7761.012000000002
50,2019-01-20,8,0.15,2532.6,1316.952,6686.064
35,2019-01-20,5,0.1,1165.8,687.822,1806.9900000000002
35,2019-01-21,3,0.4,3959.7,3207.357,-2494.611000000001
20,2019-01-21,7,0.075,1125.6,619.08,2954.6999999999985
19,2019-01-21,5,0.075,2331.6,1282.38,4371.75
33,2019-01-21,7,0.1,1896.1,1346.231,2521.8129999999983
43,2019-01-21,6,0.1,3953.0,3320.52,1423.079999999999
49,2019-01-21,6,0.05,857.6,634.624,1080.576
33,2019-01-22,4,0.1,5641.4,3272.012,7220.991999999997
48,2019-01-22,1,0.05,2217.7,1552.39,554.4249999999995
37,2019-01-22,7,0.2,1855.9,1317.689,1169.2169999999996
15,2019-01-22,2,0.075,1976.5,1581.2,494.125
5,2019-01-22,2,0.1,1065.3,628.527,660.4859999999999
36,2019-01-23,3,0.05,3872.6,2594.642,3252.984
24,2019-01-23,2,0.05,3886.0,1826.42,3730.5599999999995
10,2019-01-23,8,0.05,268.0,222.44,257.28
9,2019-01-23,4,0.05,214.4,92.192,445.95200000000006
12,2019-01-23,5,0.075,676.7,433.088,964.2974999999999
39,2019-01-23,1,0.05,1005.0,412.05,542.7
47,2019-01-23,1,0.05,1065.3,703.098,308.937
15,2019-01-23,2,0.1,167.5,113.9,73.69999999999999
11,2019-01-23,4,0.15,1179.2,837.232,660.3520000000003
5,2019-01-23,7,0.2,5808.9,3485.34,8132.459999999998
25,2019-01-24,4,0.05,3772.1,3093.122,1961.4920000000002
25,2019-01-24,1,0.05,3484.0,1532.96,1776.8400000000001
16,2019-01-24,8,0.075,1051.9,420.76,4417.9800000000005
1,2019-01-24,1,0.075,207.7,116.312,75.8105
14,2019-01-24,3,0.1,1708.5,1195.95,1025.1000000000001
30,2019-01-25,2,0.15,1118.9,794.419,313.29200000000014
44,2019-01-25,4,0.1,1896.1,796.362,3640.5119999999993
6,2019-01-25,4,0.1,2271.3,931.233,4451.7480000000005
1,2019-01-25,4,0.075,5681.6,3749.856,6022.496000000001
25,2019-01-25,1,0.075,1065.3,607.221,378.1814999999999
46,2019-01-25,4,0.05,2579.5,2140.985,1238.1599999999999
38,2019-01-26,6,0.05,3879.3,2987.061,4189.643999999999
44,2019-01-26,6,0.3,2485.7,1242.85,2982.8399999999992
42,2019-01-26,6,0.2,931.3,707.788,223.51199999999972
27,2019-01-26,3,0.05,1112.2,856.394,600.5880000000004
20,2019-01-26,6,0.075,1058.6,465.784,3080.526
42,2019-01-26,8,0.15,1018.4,824.904,325.8879999999999
33,2019-01-27,3,0.05,1882.7,1091.966,2089.7970000000005
12,2019-01-27,7,0.1,1025.1,563.805,2511.495
49,2019-01-27,4,0.075,5882.6,4176.646,5059.036000000004
17,2019-01-27,1,0.15,1125.6,866.712,90.048
34,2019-01-27,5,0.1,1165.8,920.982,641.1900000000003
41,2019-01-27,8,0.2,5353.3,3533.178,5995.696000000004
32,2019-01-27,7,0.1,3979.8,1989.9,11143.44
13,2019-01-27,6,0.075,194.3,126.295,320.59500000000014
21,2019-01-27,3,0.2,3852.5,2812.325,809.0250000000005
19,2019-01-27,1,0.075,6083.6,2555.112,3072.218
37,2019-01-27,2,0.05,6190.8,2538.228,6686.064
44,2019-01-28,8,0.05,3852.5,2966.425,5547.5999999999985
50,2019-01-28,7,0.075,1735.3,850.297,5283.9884999999995
27,2019-01-28,3,0.3,2680.0,1098.8,2331.6000000000004
48,2019-01-28,3,0.075,1675.0,686.75,2587.875
23,2019-01-28,3,0.075,1681.7,908.118,1942.3635
38,2019-01-28,8,0.1,3892.7,2374.547,9031.063999999998
48,2019-01-28,3,0.1,3979.8,1870.506,5133.942
41,2019-01-28,1,0.075,1152.4,507.056,558.914
38,2019-01-28,1,0.1,3819.0,1565.79,1871.31
24,2019-01-28,5,0.075,2385.2,1955.864,1252.2299999999996
8,2019-01-28,3,0.075,3879.3,2056.029,4596.970499999999
18,2019-01-28,8,0.075,3819.0,2405.97,9012.84
49,2019-01-28,7,0.075,207.7,141.236,356.2055000000001
33,2019-01-28,4,0.075,1105.5,884.4,552.75
25,2019-01-28,3,0.1,174.2,109.746,141.10200000000003
5,2019-01-28,1,0.075,1018.4,773.984,168.03599999999994
43,2019-01-29,8,0.075,2525.9,1161.914,9396.348
3,2019-01-29,7,0.3,3859.2,2354.112,2431.2959999999966
20,2019-01-29,1,0.075,2378.5,1522.24,677.8725000000002
11,2019-01-29,3,0.2,2010.0,1386.9,663.2999999999997
6,2019-01-29,2,0.05,3865.9,1585.019,4175.1720000000005
30,2019-01-29,3,0.05,1701.8,1242.314,1123.1879999999999
49,2019-01-29,1,0.1,1889.4,944.7,755.76
3,2019-01-29,6,0.1,221.1,114.972,504.10800000000006
4,2019-01-29,3,0.1,984.9,492.45,1181.8799999999999
21,2019-01-29,1,0.075,1098.8,483.472,532.918
34,2019-01-30,7,0.1,931.3,577.406,1825.348
41,2019-01-30,1,0.075,5641.4,4456.706,761.5889999999999
28,2019-01-30,1,0.15,1065.3,788.322,117.18299999999999
7,2019-01-30,5,0.1,1058.6,857.466,476.36999999999944
19,2019-01-30,6,0.1,1842.5,902.825,4532.549999999999
21,2019-01-31,7,0.075,2840.8,1619.256,7059.388000000001
48,2019-01-31,4,0.075,3886.0,2020.72,6295.320000000001
26,2019-01-31,6,0.075,1869.3,1084.194,3869.451
30,2019-01-31,7,0.075,1072.0,825.44,1163.12
41,2019-01-31,4,0.15,1319.9,857.935,1055.92
39,2019-01-31,5,0.15,3832.4,1762.904,7473.18
14,2019-01-31,5,0.3,2653.2,2069.496,-1061.2800000000016
4,2019-02-01,1,0.4,1715.2,1149.184,-120.06400000000008
22,2019-02-01,6,0.1,3437.1,1615.437,8867.718
4,2019-02-01,1,0.3,3852.5,2581.175,115.57499999999982
6,2019-02-01,5,0.05,1989.9,1552.122,1691.4150000000006
23,2019-02-01,3,0.05,1118.9,827.986,704.9070000000005
40,2019-02-02,2,0.075,1092.1,709.865,600.6549999999997
29,2019-02-02,7,0.05,2405.3,1154.544,7913.437000000002
4,2019-02-02,2,0.4,1038.5,446.555,353.0899999999998
21,2019-02-02,6,0.1,1031.8,546.854,2290.595999999999
29,2019-02-02,5,0.05,2532.6,1443.582,4811.939999999999
31,2019-02-03,2,0.1,2552.7,1557.147,1480.5659999999998
9,2019-02-03,3,0.05,1802.3,829.058,2649.381
40,2019-02-03,7,0.1,1085.4,694.656,1975.4280000000012
35,2019-02-03,4,0.15,3363.4,2354.38,2018.0400000000009
32,2019-02-03,5,0.05,5701.7,2280.68,15679.675
6,2019-02-03,4,0.2,174.2,125.424,55.743999999999915
11,2019-02-03,2,0.1,1065.3,671.139,575.262
46,2019-02-03,6,0.1,1105.5,928.62,397.98000000000025
40,2019-02-03,5,0.15,167.5,108.875,167.5
24,2019-02-04,7,0.1,3752.0,3001.6,2626.400000000002
41,2019-02-04,6,0.075,703.5,576.87,443.2049999999997
19,2019-02-04,4,0.05,1795.6,772.108,3734.848
45,2019-02-04,1,0.05,3899.4,2300.646,1403.784
48,2019-02-04,1,0.075,991.6,803.196,114.03399999999999
13,2019-02-04,1,0.15,2539.3,1193.471,964.9340000000002
34,2019-02-04,1,0.075,1051.9,704.773,268.2345
24,2019-02-05,3,0.2,911.2,501.16,683.4000000000001
2,2019-02-05,3,0.075,3912.8,3325.88,880.3800000000001
48,2019-02-05,5,0.075,998.3,708.793,1073.1725000000001
2,2019-02-05,6,0.05,1031.8,433.356,3281.124
10,2019-02-05,4,0.1,2753.7,1459.461,4075.4759999999997
36,2019-02-05,7,0.4,234.5,143.045,-16.414999999999992
35,2019-02-05,2,0.05,1132.3,702.026,747.318
37,2019-02-05,2,0.1,978.2,449.972,860.816
26,2019-02-05,6,0.075,2619.7,1938.578,2907.8669999999993
33,2019-02-05,7,0.15,1078.7,528.563,2718.324
16,2019-02-05,2,0.05,1829.1,804.804,1865.682
42,2019-02-06,1,0.05,1038.5,508.865,477.71000000000004
31,2019-02-06,5,0.05,3946.3,1894.224,9273.805
24,2019-02-06,1,0.05,5299.7,2596.853,2437.862
37,2019-02-06,6,0.15,2365.1,1442.711,3405.744
6,2019-02-06,3,0.15,268.0,120.6,321.6
22,2019-02-06,8,0.075,1139.0,785.91,2141.3200000000006
19,2019-02-06,6,0.05,1139.0,751.74,1981.8599999999997
13,2019-02-06,2,0.3,247.9,148.74,49.579999999999984
14,2019-02-06,5,0.4,3926.2,1806.052,2748.3399999999992
8,2019-02-06,8,0.05,938.0,712.88,1425.7600000000002
44,2019-02-07,6,0.075,3718.5,2417.025,6135.525000000001
50,2019-02-07,4,0.05,2472.3,1335.042,4054.572000000002
21,2019-02-07,5,0.05,5601.2,3080.66,11202.399999999998
39,2019-02-07,3,0.3,3959.7,1861.059,2732.193
1,2019-02-07,5,0.15,1802.3,720.92,4055.1749999999997
39,2019-02-07,3,0.05,2418.7,1596.342,2104.2689999999993
37,2019-02-07,6,0.05,1299.8,1065.836,1013.8439999999996
4,2019-02-07,6,0.1,1118.9,682.529,1946.8860000000006
29,2019-02-07,6,0.1,3932.9,1573.16,11798.7
2,2019-02-07,1,0.075,221.1,95.073,109.44449999999999
24,2019-02-07,2,0.1,187.6,93.8,150.08
34,2019-02-08,7,0.05,2244.5,1324.255,5656.139999999999
35,2019-02-08,7,0.3,2432.1,1799.754,-680.9880000000007
7,2019-02-08,5,0.05,6298.0,3337.94,13225.800000000001
3,2019-02-08,8,0.05,2271.3,1476.345,5451.120000000001
25,2019-02-08,8,0.05,3979.8,2785.86,7959.600000000002
36,2019-02-08,4,0.4,241.2,166.428,-86.83200000000011
44,2019-02-08,1,0.2,1098.8,439.52,439.52
34,2019-02-08,7,0.15,2331.6,1468.908,3590.6639999999998
18,2019-02-08,5,0.05,2934.6,2406.372,1907.4900000000002
12,2019-02-09,4,0.1,1788.9,1377.453,930.2280000000001
13,2019-02-09,7,0.05,3075.3,2583.252,2367.9810000000025
45,2019-02-09,2,0.05,2257.9,1422.477,1445.056
44,2019-02-09,8,0.15,971.5,612.045,1709.8400000000001
24,2019-02-09,1,0.075,3705.1,2482.417,944.8004999999998
25,2019-02-09,6,0.075,241.2,110.952,672.9479999999999
31,2019-02-09,4,0.15,3953.0,2529.92,3320.5200000000004
30,2019-02-10,5,0.075,844.2,337.68,2216.025
39,2019-02-10,3,0.075,2633.1,1737.846,2093.3144999999995
15,2019-02-10,1,0.05,1701.8,1412.494,204.21600000000012
17,2019-02-10,4,0.075,167.5,78.725,304.85
23,2019-02-10,4,0.15,2378.5,1236.82,3139.62
27,2019-02-10,7,0.05,1078.7,733.516,2038.7430000000008
17,2019-02-10,1,0.05,2452.2,1888.194,441.39599999999973
25,2019-02-10,5,0.075,1922.9,1519.091,1297.9575000000011
15,2019-02-10,1,0.4,6224.3,3859.066,-124.48599999999988
10,2019-02-11,4,0.15,1876.0,994.28,2401.2799999999997
4,2019-02-11,5,0.05,6304.7,2774.068,16076.985
17,2019-02-11,4,0.1,964.8,569.232,1196.3519999999999
43,2019-02-11,2,0.15,3611.3,2780.701,577.808
31,2019-02-11,3,0.075,1005.0,633.15,889.4250000000001
38,2019-02-11,2,0.15,2793.9,1201.377,2346.876
34,2019-02-11,3,0.05,850.9,646.684,485.01300000000015
44,2019-02-11,5,0.075,2278.0,1913.52,968.1500000000005
33,2019-02-11,7,0.15,1092.1,655.26,1911.1749999999997
33,2019-02-11,4,0.05,6505.7,3578.135,10409.119999999999
13,2019-02-12,5,0.05,1125.6,495.264,2870.2799999999997
25,2019-02-12,8,0.15,1165.8,559.584,3450.768
47,2019-02-12,5,0.05,978.2,674.958,1271.6600000000005
31,2019-02-12,8,0.075,3035.1,1578.252,9833.723999999998
7,2019-02-12,4,0.075,214.4,167.232,124.35199999999998
44,2019-02-12,3,0.075,1125.6,709.128,996.1559999999994
3,2019-02-12,2,0.1,5567.7,3284.943,3451.974
40,2019-02-12,7,0.075,167.5,70.35,592.1125000000001
18,2019-02-12,1,0.2,1822.4,1111.664,346.2560000000001
6,2019-02-12,2,0.4,5983.1,2632.564,1914.5920000000006
37,2019-02-12,2,0.1,1802.3,1135.449,973.2419999999997
36,2019-02-12,7,0.075,3939.6,2481.948,8135.274000000001
50,2019-02-13,1,0.075,676.7,311.282,314.6655
20,2019-02-13,7,0.075,3457.2,1452.024,12221.202
29,2019-02-14,5,0.15,5681.6,4658.912,852.2400000000016
23,2019-02-14,3,0.075,254.6,178.22,171.855
14,2019-02-14,6,0.05,3879.3,2831.889,5120.6759999999995
16,2019-02-14,1,0.05,3289.7,1776.438,1348.7769999999996
38,2019-02-14,7,0.05,227.8,104.788,781.3540000000002
13,2019-02-14,3,0.075,3685.0,1731.95,5030.025
3,2019-02-14,6,0.05,3832.4,1724.58,11497.2
31,2019-02-14,3,0.1,221.1,181.302,53.06400000000005
9,2019-02-14,8,0.05,1922.9,1172.969,5230.2880000000005
13,2019-02-14,1,0.05,984.9,453.054,482.601
27,2019-02-15,3,0.05,1159.1,776.597,973.644
1,2019-02-15,3,0.2,261.3,143.715,195.97500000000005
38,2019-02-15,8,0.1,1688.4,1181.88,2701.4399999999987
23,2019-02-15,6,0.1,884.4,486.42,1857.2400000000002
11,2019-02-16,6,0.2,797.3,621.894,95.67599999999948
17,2019-02-16,1,0.15,1139.0,626.45,341.69999999999993
3,2019-02-16,6,0.075,1822.4,1457.92,1366.7999999999997
4,2019-02-16,8,0.1,2278.0,1344.02,5649.439999999999
3,2019-02-16,5,0.1,167.5,120.6,150.75000000000003
47,2019-02-16,6,0.15,683.4,512.55,410.0400000000002
3,2019-02-16,8,0.075,1011.7,748.658,1497.3159999999998
49,2019-02-16,1,0.075,2479.0,1512.19,780.8849999999998
1,2019-02-16,4,0.3,2726.9,1881.561,109.07600000000002
17,2019-02-17,2,0.05,1118.9,906.309,313.29200000000037
11,2019-02-17,1,0.05,1279.7,1010.963,204.75200000000018
25,2019-02-17,2,0.1,3919.5,3292.38,470.34000000000015
33,2019-02-17,4,0.075,1855.9,835.155,3526.21
7,2019-02-17,2,0.05,1849.2,1423.884,665.712
46,2019-02-17,1,0.2,5272.9,2636.45,1581.87
21,2019-02-17,5,0.05,194.3,141.839,213.73000000000005
9,2019-02-17,5,0.05,1038.5,643.87,1713.525
5,2019-02-17,2,0.05,5279.6,2375.82,5279.600000000001
45,2019-02-17,8,0.2,3705.1,2111.907,6817.383999999998
13,2019-02-17,5,0.15,194.3,101.036,320.595
27,2019-02-17,1,0.05,1098.8,879.04,164.81999999999994
27,2019-02-17,7,0.075,1762.1,1409.68,1541.8374999999987
9,2019-02-17,5,0.05,174.2,101.036,322.26999999999987
40,2019-02-17,5,0.05,2525.9,1591.317,4041.44
50,2019-02-18,3,0.05,1876.0,1256.92,1575.84
3,2019-02-18,5,0.15,897.8,718.24,224.44999999999993
5,2019-02-18,4,0.075,844.2,455.868,1300.068
42,2019-02-18,7,0.1,3932.9,2202.424,9360.302000000001
39,2019-02-18,1,0.075,3999.9,2519.937,1179.9705000000004
17,2019-02-18,3,0.05,964.8,820.08,289.4399999999997
33,2019-02-18,4,0.1,1976.5,1462.61,1264.96
9,2019-02-19,8,0.075,978.2,401.062,4030.184
50,2019-02-19,3,0.15,3778.8,3023.04,566.8200000000002
17,2019-02-19,1,0.075,1165.8,967.614,110.75099999999998
4,2019-02-19,8,0.1,1152.4,887.348,1198.496000000001
46,2019-02-19,8,0.1,1045.2,522.6,3344.6400000000003
44,2019-02-19,3,0.15,6385.1,3767.209,4980.378000000001
31,2019-02-19,1,0.075,2686.7,1423.951,1061.2464999999997
35,2019-02-20,5,0.05,6277.9,3201.729,13811.379999999997
49,2019-02-20,8,0.075,1159.1,857.734,1715.4679999999998
12,2019-02-20,8,0.15,1118.9,671.34,2237.8
3,2019-02-20,1,0.05,1340.0,844.2,428.79999999999995
46,2019-02-20,7,0.05,2331.6,1841.964,2611.3920000000003
43,2019-02-20,4,0.05,2425.4,1406.732,3589.5920000000006
10,2019-02-20,8,0.075,1092.1,688.023,2577.355999999999
36,2019-02-20,8,0.15,917.9,614.993,1321.775999999999
34,2019-02-20,7,0.1,207.7,85.157,712.4109999999998
32,2019-02-20,8,0.05,1996.6,1637.212,2076.464
2,2019-02-20,7,0.1,234.5,103.18,755.09
49,2019-02-21,1,0.1,1005.0,693.45,211.04999999999995
46,2019-02-21,6,0.075,5487.3,4060.602,6090.903000000004
12,2019-02-21,6,0.05,5976.4,3585.84,12550.439999999999
25,2019-02-21,8,0.2,884.4,619.08,707.5199999999995
44,2019-02-21,7,0.15,6157.3,4802.694,3017.0769999999966
23,2019-02-22,1,0.3,964.8,694.656,-19.29600000000005
50,2019-02-22,8,0.1,3892.7,1557.08,15570.8
12,2019-02-22,4,0.075,227.8,179.962,123.01200000000006
44,2019-02-22,5,0.05,1340.0,991.6,1407.0
6,2019-02-22,4,0.075,1105.5,773.85,994.9499999999998
18,2019-02-22,5,0.05,1058.6,624.574,1905.48
23,2019-02-22,3,0.05,5695.0,2619.7,8371.650000000001
31,2019-02-22,2,0.15,1058.6,719.848,359.924
47,2019-02-22,6,0.075,1105.5,475.365,3283.335
46,2019-02-23,8,0.15,1045.2,553.956,2675.7120000000004
45,2019-02-23,3,0.075,1768.8,1061.28,1724.5799999999997
8,2019-02-23,7,0.05,804.0,393.96,2588.8799999999997
44,2019-02-23,6,0.05,241.2,101.304,767.0159999999998
35,2019-02-23,2,0.075,3953.0,2292.74,2727.5700000000006
5,2019-02-23,6,0.05,6036.7,3078.717,15936.887999999999
16,2019-02-23,1,0.15,6197.5,4338.25,929.625
27,2019-02-23,3,0.1,6472.2,3818.598,6019.145999999999
32,2019-02-23,5,0.3,2814.0,1463.28,2532.6000000000013
36,2019-02-23,1,0.075,221.1,168.036,36.48149999999998
15,2019-02-23,3,0.075,2257.9,1670.846,1253.1344999999997
15,2019-02-24,6,0.05,3946.3,1973.15,10655.01
21,2019-02-24,6,0.3,268.0,227.8,-241.19999999999993
18,2019-02-24,2,0.05,6499.0,4549.3,3249.5
32,2019-02-24,5,0.3,938.0,515.9,703.5000000000002
33,2019-02-24,3,0.15,938.0,450.24,1041.1799999999998
20,2019-02-25,5,0.15,1145.7,595.764,1890.4050000000002
24,2019-02-25,2,0.05,1065.3,671.139,681.7919999999999
16,2019-02-25,1,0.1,3906.1,1562.44,1953.0499999999997
38,2019-02-25,4,0.05,3845.8,2922.808,2922.808000000001
47,2019-02-25,4,0.1,3845.8,2922.808,2153.648000000001
29,2019-02-25,3,0.1,1031.8,443.674,1454.8379999999997
7,2019-02-25,1,0.15,3859.2,1736.64,1543.6799999999996
13,2019-02-25,1,0.05,1092.1,589.734,447.76099999999985
44,2019-02-25,8,0.05,877.7,684.606,1193.6720000000005
33,2019-02-26,3,0.2,1775.5,1047.545,1118.565
18,2019-02-26,5,0.05,3859.2,3241.728,2122.5599999999986
20,2019-02-26,2,0.15,2539.3,1295.043,1726.7240000000006
18,2019-02-26,7,0.2,2304.8,1936.032,-645.3439999999985
48,2019-02-26,6,0.075,254.6,168.036,404.81399999999996
32,2019-02-27,7,0.05,917.9,440.592,3019.891
15,2019-02-27,5,0.075,1005.0,814.05,577.8750000000002
36,2019-02-27,3,0.05,1715.2,891.904,2212.608
43,2019-02-27,1,0.075,241.2,106.128,116.98199999999999
5,2019-02-27,8,0.15,3953.0,2569.45,6324.800000000003
30,2019-02-27,5,0.075,1145.7,641.592,2090.9025
47,2019-02-27,4,0.1,991.6,664.372,912.2720000000004
6,2019-02-27,1,0.05,3946.3,2012.613,1736.372
41,2019-02-27,8,0.075,1132.3,871.871,1404.0520000000006
11,2019-02-27,2,0.15,1072.0,696.8,428.8000000000002
50,2019-02-27,4,0.075,938.0,450.24,1669.6399999999999
16,2019-02-28,8,0.05,1058.6,529.3,3810.96
17,2019-02-28,3,0.075,5406.9,2216.829,8353.660499999998
26,2019-02-28,1,0.15,5514.1,4025.293,661.6920000000005
36,2019-02-28,4,0.4,2452.2,1422.276,196.17599999999857
28,2019-02-28,8,0.05,3979.8,2706.264,8596.368000000002
34,2019-02-28,8,0.3,6371.7,5288.511,-6626.567999999999
27,2019-02-28,4,0.1,3852.5,1541.0,7705.0
38,2019-03-01,4,0.15,2968.1,2433.842,356.17199999999866
21,2019-03-01,6,0.1,6378.4,3252.984,14925.455999999998
21,2019-03-01,7,0.1,1165.8,804.402,1713.7259999999999
31,2019-03-01,3,0.05,1085.4,586.116,1335.0420000000004
44,2019-03-01,6,0.075,2485.7,994.28,7829.955
9,2019-03-01,5,0.05,2472.3,1161.981,5933.520000000002
4,2019-03-01,4,0.1,1983.2,1348.576,1745.2160000000003
13,2019-03-01,5,0.075,1031.8,660.352,1470.315
24,2019-03-01,6,0.15,1748.7,786.915,4196.88
10,2019-03-01,1,0.05,2680.0,2090.4,455.5999999999999
39,2019-03-01,3,0.05,5179.1,4246.862,2019.849000000001
5,2019-03-02,3,0.05,2398.6,1918.88,1079.37
17,2019-03-02,6,0.2,1762.1,1215.849,1162.9859999999994
36,2019-03-02,7,0.05,5628.0,4333.56,7091.28
8,2019-03-03,3,0.1,5272.9,3480.114,3796.487999999999
18,2019-03-03,2,0.1,3758.7,2367.981,2029.6979999999994
32,2019-03-03,1,0.05,1011.7,465.382,495.733
39,2019-03-03,4,0.15,3155.7,1704.078,3913.0679999999993
22,2019-03-03,1,0.15,5922.8,3257.54,1776.8400000000001
20,2019-03-03,8,0.075,2646.5,1667.295,6245.739999999998
10,2019-03-03,4,0.1,911.2,564.944,1020.5440000000003
19,2019-03-03,4,0.075,837.5,502.5,1088.75
45,2019-03-04,5,0.1,1340.0,924.6,1407.0
21,2019-03-04,7,0.15,2914.5,2389.89,612.0449999999996
5,2019-03-04,6,0.1,1045.2,721.188,1316.9520000000005
50,2019-03-04,7,0.05,3859.2,1968.192,11886.336
23,2019-03-05,7,0.4,6070.2,4552.65,-6373.709999999998
37,2019-03-05,4,0.15,1031.8,484.946,1568.3359999999998
15,2019-03-05,5,0.075,1279.7,678.241,2527.4075000000003
11,2019-03-06,7,0.15,1051.9,610.102,1988.091000000001
31,2019-03-06,4,0.05,2224.4,1201.176,3648.0160000000014
49,2019-03-06,2,0.05,911.2,674.288,382.7040000000002
37,2019-03-07,8,0.075,1072.0,450.24,4330.88
39,2019-03-07,6,0.05,1748.7,1381.473,1678.7520000000009
28,2019-03-07,5,0.1,2532.6,2102.058,886.4100000000008
32,2019-03-07,8,0.3,1976.5,849.895,4269.240000000002
30,2019-03-07,1,0.05,1909.5,1413.03,400.9950000000001
35,2019-03-08,5,0.075,1092.1,917.364,464.14249999999925
25,2019-03-08,2,0.1,1018.4,519.384,794.3519999999999
4,2019-03-08,5,0.1,844.2,574.056,928.6199999999997
42,2019-03-08,5,0.1,6432.0,2637.12,15758.400000000001
37,2019-03-08,7,0.3,1125.6,765.408,157.5839999999996
22,2019-03-08,3,0.15,1976.5,790.6,2668.275
18,2019-03-08,1,0.05,1125.6,607.824,461.496
44,2019-03-08,7,0.05,1949.7,896.862,6687.471000000001
7,2019-03-08,3,0.05,2345.0,1876.0,1055.25
48,2019-03-08,7,0.075,1802.3,1279.633,2712.4615000000003
41,2019-03-08,2,0.05,214.4,105.056,197.24800000000002
34,2019-03-08,6,0.05,3008.3,1263.486,9566.394
28,2019-03-09,8,0.05,1165.8,827.718,2238.3360000000002
22,2019-03-09,5,0.05,1031.8,412.72,2837.4499999999994
21,2019-03-09,2,0.075,1882.7,1016.658,1449.6789999999999
1,2019-03-09,1,0.075,1018.4,743.432,198.58799999999997
14,2019-03-09,2,0.1,3832.4,3027.596,843.1279999999997
17,2019-03-09,8,0.075,5299.7,2172.877,21834.764
39,2019-03-09,4,0.2,3839.1,2917.716,614.2559999999994
48,2019-03-10,6,0.15,991.6,763.532,475.96799999999985
31,2019-03-10,7,0.075,234.5,136.01,566.3175
48,2019-03-10,3,0.05,1098.8,604.34,1318.5599999999995
5,2019-03-10,2,0.1,221.1,117.183,163.614
33,2019-03-10,7,0.3,207.7,110.081,247.1629999999999
37,2019-03-11,5,0.075,3999.9,1639.959,10299.742500000002
13,2019-03-11,6,0.1,2552.7,1455.039,5054.346
30,2019-03-11,2,0.2,3966.4,2816.144,713.9520000000002
