,_CustomerID,OrderDate,Order Quantity,Discount Applied,Unit Price,Unit Cost,Revenue
1491,37,2018-11-25,7,0.075,3061.9,2051.473,5465.491500000002
1492,36,2018-11-25,3,0.1,3939.6,2087.988,4372.956
1493,44,2018-11-25,2,0.05,167.5,73.7,170.85
1494,41,2018-11-25,6,0.2,978.2,538.01,1467.3000000000004
1495,34,2018-11-26,6,0.05,254.6,127.3,687.4200000000001
1496,14,2018-11-26,5,0.075,3611.3,2672.362,3340.4525000000012
1497,23,2018-11-26,8,0.05,261.3,209.04,313.5600000000002
1498,30,2018-11-26,1,0.075,1065.3,862.893,122.50949999999989
1499,4,2018-11-26,3,0.1,5480.6,2575.882,7069.974
1500,6,2018-11-26,7,0.075,3986.5,2033.115,11580.7825
1501,48,2018-11-26,7,0.05,6157.3,4248.537,11206.286
1502,13,2018-11-26,3,0.05,3457.2,2869.476,1244.5919999999987
1503,44,2018-11-26,2,0.1,5815.6,3082.268,4303.544
1504,29,2018-11-26,8,0.1,2244.5,1346.7,5386.799999999999
1505,10,2018-11-26,6,0.05,1092.1,720.786,1900.2539999999997
1506,44,2018-11-27,8,0.05,2666.6,1999.95,4266.5599999999995
1507,11,2018-11-27,1,0.1,3986.5,1873.655,1714.195
1508,16,2018-11-27,1,0.05,1842.5,1529.275,221.0999999999999
1509,3,2018-11-27,5,0.05,5085.3,4271.652,2796.914999999999
1510,23,2018-11-27,2,0.3,2257.9,1264.424,632.2120000000004
1511,17,2018-11-27,5,0.05,3953.0,2490.39,6324.8
1512,32,2018-11-27,7,0.05,917.9,743.499,899.5419999999998
1513,19,2018-11-28,4,0.1,723.6,376.272,1099.872
1514,47,2018-11-28,3,0.15,3577.8,1431.12,4830.030000000001
1515,37,2018-11-28,8,0.1,1742.0,1393.6,1393.6000000000004
1516,4,2018-11-28,5,0.05,247.9,99.16,681.725
1517,18,2018-11-28,1,0.1,1762.1,1162.986,422.90399999999977
1518,20,2018-11-28,8,0.075,991.6,624.708,2340.1760000000004
1519,29,2018-11-28,5,0.05,1065.3,713.751,1491.42
1520,13,2018-11-28,6,0.15,1152.4,772.108,1244.5920000000008
1521,47,2018-11-28,8,0.075,2914.5,2448.18,1981.8600000000006
1522,21,2018-11-28,1,0.1,5239.4,2619.7,2095.76
1523,15,2018-11-29,2,0.3,1139.0,968.15,-341.70000000000005
1524,47,2018-11-29,4,0.075,2010.0,1688.4,683.3999999999996
1525,36,2018-11-29,3,0.075,1165.8,734.454,1031.7330000000002
1526,47,2018-11-29,7,0.1,3959.7,3009.372,3880.505999999998
1527,25,2018-11-29,6,0.05,2599.6,2001.692,2807.5679999999993
1528,17,2018-11-29,7,0.05,2787.2,1254.24,9755.199999999997
1529,41,2018-11-29,1,0.05,1025.1,563.805,410.03999999999996
1530,4,2018-11-29,3,0.3,3919.5,2900.43,-470.33999999999924
1531,5,2018-11-29,5,0.2,3993.2,1597.28,7986.4
1532,36,2018-11-30,5,0.15,6344.9,4251.083,5710.410000000002
1533,11,2018-11-30,1,0.075,1152.4,898.872,167.09800000000007
1534,19,2018-11-30,8,0.05,3993.2,2675.444,8944.768
1535,39,2018-11-30,2,0.1,268.0,182.24,117.91999999999996
1536,11,2018-11-30,4,0.075,5232.7,3610.563,4918.737999999998
1537,17,2018-11-30,2,0.075,2465.6,1430.048,1701.2639999999997
1538,14,2018-11-30,1,0.15,1018.4,437.912,427.728
1539,25,2018-12-01,1,0.4,2613.0,2168.79,-600.99
1540,49,2018-12-01,5,0.4,1038.5,685.41,-311.5500000000003
1541,34,2018-12-01,6,0.05,2318.2,1043.19,6954.599999999999
1542,42,2018-12-01,2,0.075,1219.4,865.774,524.3420000000003
1543,24,2018-12-01,2,0.15,5306.4,2334.816,4351.248
1544,17,2018-12-02,6,0.05,2479.0,1462.61,5354.640000000001
1545,44,2018-12-02,8,0.1,227.8,186.796,145.79200000000014
1546,30,2018-12-02,3,0.1,5929.5,3498.405,5514.4349999999995
1547,17,2018-12-02,6,0.15,1728.6,1175.448,1763.1719999999991
1548,28,2018-12-02,4,0.075,1045.2,825.708,564.4080000000004
1549,2,2018-12-02,8,0.1,1721.9,1411.958,1102.0159999999996
1550,44,2018-12-03,8,0.05,3845.8,2999.724,5230.2880000000005
1551,23,2018-12-03,2,0.4,2706.8,1651.148,-54.13599999999951
1552,29,2018-12-03,5,0.075,2613.0,1358.76,5291.325000000001
1553,9,2018-12-03,3,0.075,3631.4,2977.748,1143.891
1554,10,2018-12-03,3,0.05,1105.5,563.805,1459.2599999999998
1555,31,2018-12-03,1,0.15,1045.2,533.052,355.36800000000005
1556,4,2018-12-03,8,0.05,3041.8,1551.318,10707.136
1557,50,2018-12-03,5,0.075,1755.4,965.47,3291.3750000000005
1558,47,2018-12-03,1,0.05,2291.4,1191.528,985.3019999999999
1559,45,2018-12-03,6,0.2,1058.6,719.848,762.1919999999996
1560,43,2018-12-03,8,0.1,1065.3,479.385,3835.08
1561,48,2018-12-03,5,0.4,241.2,115.776,144.71999999999986
1562,20,2018-12-04,7,0.1,1132.3,781.287,1664.4809999999993
1563,43,2018-12-04,2,0.15,2224.4,1890.74,0.0
1564,20,2018-12-04,4,0.075,824.1,659.28,412.0500000000002
1565,23,2018-12-04,2,0.1,2351.7,1458.054,1316.9519999999993
1566,43,2018-12-04,1,0.05,6344.9,2918.654,3109.0009999999997
1567,42,2018-12-04,6,0.1,5621.3,3541.419,9106.506000000001
1568,32,2018-12-04,6,0.05,1031.8,598.444,2290.5959999999995
1569,21,2018-12-04,4,0.05,2405.3,1828.028,1828.0280000000012
1570,7,2018-12-04,2,0.075,1105.5,906.51,232.15499999999997
1571,34,2018-12-04,5,0.075,1775.5,958.77,3417.8375000000005
1572,7,2018-12-04,2,0.075,1092.1,786.312,447.76099999999974
1573,1,2018-12-04,6,0.075,207.7,83.08,654.255
1574,16,2018-12-04,4,0.1,1809.0,759.78,3473.2799999999997
1575,30,2018-12-05,8,0.075,1842.5,1437.15,2137.2999999999993
1576,18,2018-12-05,4,0.1,3839.1,2764.152,2764.152
1577,34,2018-12-05,7,0.15,268.0,171.52,393.96000000000004
1578,28,2018-12-05,3,0.3,1829.1,859.677,1262.0789999999997
1579,15,2018-12-05,1,0.2,1795.6,1256.92,179.55999999999995
1580,11,2018-12-05,6,0.4,1118.9,458.749,1275.546
1581,22,2018-12-06,2,0.075,1118.9,716.096,637.7730000000001
1582,22,2018-12-06,4,0.1,3926.2,2630.554,3612.1039999999994
1583,19,2018-12-06,8,0.05,917.9,514.024,2863.848
1584,50,2018-12-06,6,0.2,207.7,99.696,398.784
1585,17,2018-12-06,1,0.075,1976.5,1264.96,563.3025
1586,19,2018-12-06,4,0.15,3959.7,2613.402,3009.3719999999994
1587,49,2018-12-06,2,0.1,1098.8,846.076,285.6879999999999
1588,15,2018-12-06,2,0.05,877.7,728.491,210.64800000000014
1589,14,2018-12-06,5,0.1,2552.7,1276.35,5105.4
1590,12,2018-12-06,8,0.05,1025.1,768.825,1640.159999999999
1591,34,2018-12-06,7,0.15,1045.2,668.928,1536.4440000000004
1592,27,2018-12-07,8,0.4,5983.1,2393.24,9572.960000000003
1593,47,2018-12-07,6,0.075,1112.2,756.296,1634.9340000000002
1594,23,2018-12-07,6,0.2,1855.9,816.596,4008.744
1595,30,2018-12-07,6,0.05,3825.7,2295.42,8033.969999999999
1596,16,2018-12-07,8,0.3,817.4,653.92,-653.9199999999992
1597,9,2018-12-07,8,0.075,737.0,375.87,2446.84
1598,5,2018-12-07,5,0.05,2465.6,1651.952,3451.8399999999983
1599,41,2018-12-07,6,0.1,857.6,686.08,514.56
1600,24,2018-12-08,6,0.2,1078.7,431.48,2588.88
1601,23,2018-12-08,6,0.2,3390.2,2746.062,-203.41200000000026
1602,18,2018-12-08,3,0.2,5514.1,4356.139,165.4230000000016
1603,3,2018-12-08,8,0.05,207.7,145.39,415.4000000000001
1604,49,2018-12-08,2,0.05,2010.0,924.6,1969.8
1605,30,2018-12-08,5,0.075,1949.7,1052.838,3753.1725000000006
1606,14,2018-12-08,7,0.075,174.2,106.262,384.11099999999993
1607,24,2018-12-08,7,0.05,1139.0,797.3,1993.25
1608,17,2018-12-08,8,0.075,5319.8,2181.118,21917.576000000005
1609,43,2018-12-09,4,0.15,3926.2,2080.886,5025.536
1610,36,2018-12-09,3,0.05,1038.5,768.49,654.2550000000001
1611,45,2018-12-09,5,0.15,5038.4,2972.656,6549.919999999997
1612,11,2018-12-09,5,0.05,1058.6,561.058,2223.06
1613,6,2018-12-09,5,0.05,221.1,97.284,563.805
1614,24,2018-12-09,1,0.1,3296.4,2505.264,461.4960000000001
1615,7,2018-12-09,6,0.05,5648.1,2711.088,15927.642000000003
1616,8,2018-12-09,1,0.1,1118.9,727.285,279.72500000000014
1617,25,2018-12-09,4,0.075,2680.0,2224.4,1018.3999999999996
1618,42,2018-12-10,8,0.05,3865.9,2860.766,6494.7119999999995
1619,35,2018-12-10,1,0.075,951.4,399.588,480.45699999999994
1620,39,2018-12-11,6,0.075,5621.3,4272.188,5565.087000000001
1621,3,2018-12-11,3,0.1,3999.9,3119.922,1439.9639999999995
1622,12,2018-12-11,2,0.05,6398.5,3647.145,4862.86
1623,30,2018-12-11,2,0.3,1038.5,633.485,186.93000000000006
1624,50,2018-12-11,7,0.075,6525.8,2806.094,22611.896999999997
1625,40,2018-12-11,5,0.4,1092.1,808.154,-764.47
1626,9,2018-12-11,3,0.05,3879.3,2715.51,2909.4749999999995
1627,31,2018-12-11,6,0.1,2599.6,2027.688,1871.7119999999986
1628,33,2018-12-11,2,0.05,850.9,485.013,646.6840000000001
1629,47,2018-12-12,2,0.1,1031.8,773.85,309.53999999999974
1630,26,2018-12-12,8,0.075,194.3,79.663,800.5160000000002
1631,27,2018-12-12,2,0.2,2331.6,1585.488,559.5839999999998
1632,20,2018-12-12,3,0.2,3001.6,2191.168,630.3359999999989
1633,25,2018-12-12,3,0.05,207.7,168.237,87.23400000000001
1634,41,2018-12-12,6,0.2,743.7,438.783,937.0620000000001
1635,46,2018-12-12,7,0.075,207.7,120.466,501.5955000000001
1636,32,2018-12-12,3,0.1,5768.7,3922.716,3807.342
1637,49,2018-12-12,7,0.4,1916.2,1341.34,-1341.3399999999992
1638,8,2018-12-12,8,0.3,2633.1,2238.135,-3159.720000000001
1639,45,2018-12-12,7,0.1,1065.3,639.18,2237.13
1640,48,2018-12-12,3,0.2,2257.9,1603.109,609.6330000000007
1641,20,2018-12-12,1,0.05,991.6,545.38,396.64
1642,49,2018-12-12,4,0.075,2338.3,1660.193,2010.938000000001
1643,21,2018-12-13,7,0.075,2988.2,1583.746,8262.373
1644,35,2018-12-13,6,0.4,1118.9,682.529,-67.13399999999979
1645,29,2018-12-13,6,0.15,2485.7,1267.707,5070.827999999998
1646,20,2018-12-13,4,0.2,2847.5,1708.5,2278.0
1647,25,2018-12-13,4,0.2,3296.4,2571.192,263.71199999999953
1648,38,2018-12-13,4,0.1,971.5,689.765,738.3400000000001
1649,34,2018-12-13,7,0.2,194.3,102.979,367.227
1650,27,2018-12-13,6,0.4,5969.7,3223.638,2149.0919999999987
1651,1,2018-12-14,1,0.05,1078.7,625.646,399.11900000000014
1652,33,2018-12-14,7,0.05,2412.0,1640.16,4558.68
1653,45,2018-12-14,4,0.05,1159.1,904.098,788.1880000000001
1654,17,2018-12-14,4,0.075,1882.7,809.561,3727.7459999999996
1655,23,2018-12-14,6,0.2,1949.7,1072.335,2924.5499999999997
1656,46,2018-12-14,3,0.05,1098.8,747.184,890.0279999999998
1657,27,2018-12-14,7,0.05,3155.7,2335.218,4638.879000000001
1658,24,2018-12-14,5,0.2,2680.0,2144.0,0.0
1659,10,2018-12-14,5,0.05,5956.3,3871.595,8934.450000000004
1660,29,2018-12-15,8,0.1,2010.0,924.6,7075.2
1661,12,2018-12-15,6,0.075,1319.9,963.527,1544.283
1662,26,2018-12-15,8,0.075,1775.5,1065.3,4616.300000000001
1663,38,2018-12-15,2,0.15,187.6,129.444,60.03200000000004
1664,3,2018-12-15,5,0.05,1139.0,899.81,911.2
1665,28,2018-12-15,5,0.15,1005.0,824.1,150.7499999999999
1666,23,2018-12-15,5,0.2,2385.2,1097.192,4054.8399999999992
1667,26,2018-12-15,6,0.05,1085.4,911.736,716.3640000000007
1668,13,2018-12-15,5,0.2,1809.0,1519.56,-361.7999999999995
1669,33,2018-12-15,4,0.05,897.8,646.416,825.9759999999997
1670,17,2018-12-15,3,0.2,1246.2,847.416,448.63199999999995
1671,32,2018-12-15,1,0.3,1118.9,503.505,279.725
1672,42,2018-12-15,3,0.05,1018.4,835.088,397.17600000000016
1673,17,2018-12-15,1,0.075,5105.4,3982.212,740.2829999999999
1674,13,2018-12-16,8,0.075,1159.1,753.415,2550.0200000000004
1675,7,2018-12-16,3,0.075,1916.2,1379.664,1178.4630000000004
1676,41,2018-12-16,3,0.15,247.9,131.387,237.984
1677,18,2018-12-16,4,0.075,884.4,610.236,831.3359999999998
1678,29,2018-12-17,1,0.1,1139.0,774.52,250.57999999999993
1679,13,2018-12-17,3,0.3,174.2,85.358,109.74599999999998
1680,20,2018-12-17,8,0.05,951.4,761.12,1141.6799999999994
1681,45,2018-12-17,4,0.05,167.5,125.625,134.0
1682,17,2018-12-17,8,0.05,5138.9,3956.953,7400.016
1683,12,2018-12-17,7,0.05,214.4,109.344,660.3520000000001
1684,5,2018-12-18,8,0.15,1011.7,475.499,3075.568
1685,16,2018-12-18,6,0.05,1159.1,915.689,1112.736
1686,48,2018-12-18,3,0.05,1058.6,857.466,444.61199999999985
1687,2,2018-12-18,4,0.15,1869.3,766.413,3289.968
1688,47,2018-12-18,5,0.4,1762.1,1409.68,-1762.1000000000015
1689,10,2018-12-18,3,0.075,2492.4,1869.3,1308.510000000001
1690,12,2018-12-18,7,0.075,3919.5,2038.14,11111.7825
1691,31,2018-12-18,1,0.075,2519.2,1007.68,1322.58
1692,10,2018-12-18,3,0.3,3872.6,3252.984,-1626.4920000000006
1693,32,2018-12-19,2,0.075,1855.9,1354.807,723.8009999999999
1694,26,2018-12-19,1,0.05,4006.6,3205.28,600.9899999999998
1695,13,2018-12-19,7,0.1,1721.9,1360.301,1325.8630000000007
1696,6,2018-12-19,2,0.05,1038.5,726.95,519.25
1697,35,2018-12-19,6,0.2,241.2,108.54,506.51999999999987
1698,8,2018-12-19,1,0.05,1051.9,673.216,326.08900000000006
1699,9,2018-12-19,8,0.075,180.9,130.248,296.67600000000016
1700,2,2018-12-20,6,0.05,268.0,219.76,209.04000000000002
1701,9,2018-12-20,1,0.2,1159.1,533.186,394.09399999999994
1702,12,2018-12-20,6,0.05,951.4,551.812,2112.1079999999993
1703,25,2018-12-20,5,0.05,4006.6,2644.356,5809.569999999999
1704,33,2018-12-20,7,0.075,5648.1,2372.202,19966.0335
1705,37,2018-12-20,5,0.05,3926.2,3219.484,2552.0299999999997
1706,24,2018-12-20,8,0.075,5326.5,4207.935,5752.619999999995
1707,17,2018-12-20,5,0.075,5467.2,2241.552,14078.039999999999
1708,37,2018-12-20,8,0.075,2546.0,1654.9,5601.200000000001
1709,50,2018-12-20,5,0.05,1072.0,889.76,643.1999999999999
1710,24,2018-12-20,7,0.075,1112.2,611.71,2919.5250000000005
1711,10,2018-12-20,3,0.1,2780.5,1390.25,3336.5999999999995
1712,39,2018-12-20,3,0.05,2646.5,1534.97,2937.6150000000007
1713,10,2018-12-21,5,0.15,214.4,135.072,235.84000000000003
1714,8,2018-12-21,7,0.1,1125.6,821.688,1339.464
1715,32,2018-12-21,7,0.05,1842.5,737.0,7093.625
1716,12,2018-12-21,5,0.15,1125.6,562.8,1969.8000000000002
1717,42,2018-12-21,8,0.15,6224.3,4170.281,8962.992000000006
1718,24,2018-12-21,6,0.05,2224.4,1801.764,1868.4960000000024
1719,6,2018-12-21,4,0.2,1192.6,739.412,858.6719999999996
1720,36,2018-12-21,2,0.075,6097.0,2926.56,5426.330000000001
1721,42,2018-12-21,6,0.075,1031.8,866.712,526.2179999999998
1722,18,2018-12-21,1,0.05,2425.4,1358.224,945.9060000000002
1723,9,2018-12-21,4,0.075,1031.8,691.306,1052.4359999999997
1724,35,2018-12-21,8,0.2,897.8,619.482,790.0640000000003
1725,33,2018-12-22,5,0.05,2458.9,1524.518,4057.1849999999995
1726,45,2018-12-22,1,0.1,2358.4,1320.704,801.856
1727,41,2018-12-22,2,0.1,1788.9,840.783,1538.454
1728,12,2018-12-22,2,0.1,3912.8,2347.68,2347.6800000000003
1729,45,2018-12-22,8,0.05,6143.9,4362.169,11796.288
1730,42,2018-12-22,2,0.05,2827.4,1272.33,2827.4000000000005
1731,7,2018-12-22,3,0.2,1058.6,455.198,1175.0459999999998
1732,5,2018-12-22,7,0.075,1065.3,564.609,2945.5544999999993
1733,5,2018-12-23,6,0.075,1112.2,734.052,1768.3980000000004
1734,13,2018-12-23,7,0.15,3832.4,2184.468,7511.504000000001
1735,12,2018-12-23,3,0.4,857.6,626.048,-334.46400000000017
1736,4,2018-12-23,7,0.1,5460.5,3003.275,13378.224999999999
1737,30,2018-12-23,8,0.15,2566.1,1950.236,1847.5919999999987
1738,25,2018-12-23,5,0.15,2653.2,1193.94,5306.399999999999
1739,15,2018-12-23,2,0.075,884.4,636.768,362.6039999999998
1740,31,2018-12-23,7,0.075,3805.6,1598.352,13452.795999999998
1741,1,2018-12-23,8,0.2,1152.4,887.348,276.57600000000093
1742,23,2018-12-23,3,0.075,3832.4,2567.708,2931.7860000000005
1743,5,2018-12-23,4,0.05,871.0,661.96,661.96
1744,27,2018-12-23,4,0.05,1809.0,1139.67,2315.5199999999995
1745,30,2018-12-23,5,0.075,1969.8,1378.86,2216.0250000000005
1746,46,2018-12-23,5,0.05,1038.5,716.565,1350.05
1747,25,2018-12-23,6,0.075,3651.5,1606.66,10625.864999999998
1748,13,2018-12-23,8,0.05,1949.7,1306.299,4367.328000000001
1749,50,2018-12-23,8,0.05,991.6,694.12,1983.1999999999998
1750,17,2018-12-24,8,0.075,2740.3,1205.732,10632.364000000001
1751,23,2018-12-24,6,0.075,1902.8,1255.848,3025.4519999999998
1752,47,2018-12-24,2,0.1,2365.1,1773.825,709.5300000000002
1753,23,2018-12-24,8,0.075,1051.9,662.697,2482.4840000000004
1754,39,2018-12-24,5,0.1,2860.9,2031.239,2717.8549999999996
1755,7,2018-12-24,5,0.075,5835.7,4201.704,5981.592500000002
1756,12,2018-12-24,1,0.05,1152.4,944.968,149.81200000000024
1757,41,2018-12-25,3,0.075,897.8,619.482,632.9489999999998
1758,5,2018-12-25,5,0.15,1112.2,912.004,166.82999999999993
1759,12,2018-12-25,1,0.05,3825.7,2333.677,1300.7379999999998
1760,3,2018-12-25,4,0.05,1963.1,1217.122,2591.2919999999995
1761,12,2018-12-25,6,0.05,2365.1,1750.174,2980.025999999999
1762,20,2018-12-25,3,0.05,958.1,584.441,977.2620000000001
1763,36,2018-12-25,3,0.05,1855.9,1132.099,1893.0180000000003
1764,30,2018-12-25,5,0.05,1708.5,1349.715,1366.8000000000006
1765,45,2018-12-25,7,0.075,2586.2,1862.064,3711.1969999999974
1766,40,2018-12-25,2,0.1,2566.1,1693.626,1231.7279999999996
1767,32,2018-12-25,3,0.075,3202.6,1985.612,2930.378999999999
1768,37,2018-12-26,2,0.075,6545.9,2749.278,6611.3589999999995
1769,49,2018-12-26,4,0.15,5226.0,3396.9,4180.800000000001
1770,14,2018-12-26,8,0.4,904.5,732.645,-1519.5599999999995
1771,16,2018-12-26,5,0.05,2237.8,1029.388,5482.610000000002
1772,30,2018-12-26,5,0.075,1072.0,707.52,1420.4
1773,48,2018-12-26,3,0.1,1092.1,884.601,294.8669999999996
1774,48,2018-12-26,2,0.1,3825.7,2333.677,2218.905999999999
1775,36,2018-12-26,6,0.1,214.4,165.088,167.23200000000008
1776,17,2018-12-26,3,0.15,6566.0,4202.24,4136.580000000002
1777,6,2018-12-26,6,0.075,1835.8,1083.122,3689.9579999999996
1778,26,2018-12-26,2,0.15,2432.1,1021.482,2091.6059999999998
1779,5,2018-12-27,8,0.075,1876.0,1519.56,1725.92
1780,15,2018-12-27,5,0.05,1011.7,424.914,2681.005
1781,18,2018-12-27,4,0.05,1038.5,768.49,872.3400000000001
1782,46,2018-12-27,7,0.05,958.1,613.184,2079.0770000000007
1783,43,2018-12-27,2,0.3,2445.5,1222.75,978.1999999999998
1784,11,2018-12-27,5,0.1,3899.4,3275.496,1169.8199999999997
1785,4,2018-12-27,5,0.075,1005.0,653.25,1381.875
1786,19,2018-12-27,5,0.05,1775.5,1349.38,1686.724999999999
1787,39,2018-12-27,6,0.15,1125.6,855.456,607.8239999999998
1788,49,2018-12-28,2,0.05,1098.8,747.184,593.3519999999999
1789,33,2018-12-28,5,0.05,1936.3,1490.951,1742.6699999999994
1790,24,2018-12-28,3,0.075,3926.2,2669.816,2885.7569999999996
1791,14,2018-12-28,7,0.075,3155.7,2240.547,4749.3285
1792,12,2018-12-28,8,0.075,3999.9,1679.958,16159.596000000001
1793,37,2018-12-28,2,0.075,1092.1,666.181,688.0229999999997
1794,38,2018-12-29,4,0.15,1005.0,442.2,1648.2
1795,9,2018-12-29,3,0.05,254.6,134.938,320.79600000000005
1796,36,2018-12-29,2,0.05,897.8,520.724,664.3719999999998
1797,8,2018-12-29,4,0.05,1748.7,821.889,3357.5040000000004
1798,14,2018-12-29,4,0.075,1105.5,442.2,2321.55
1799,25,2018-12-29,6,0.1,5842.4,4323.376,5608.703999999998
1800,16,2018-12-29,7,0.075,1179.2,754.688,2352.504
1801,45,2018-12-29,4,0.2,2579.5,1496.11,2269.96
1802,34,2018-12-29,3,0.075,924.6,656.466,596.367
1803,33,2018-12-29,3,0.075,3979.8,2905.254,2328.1830000000004
1804,43,2018-12-29,4,0.05,2626.4,2101.12,1575.8400000000001
1805,17,2018-12-29,3,0.075,1293.1,1021.549,523.7054999999996
1806,18,2018-12-29,8,0.1,1132.3,962.455,452.91999999999916
1807,44,2018-12-29,2,0.1,670.0,321.6,562.8
1808,42,2018-12-30,7,0.1,6539.2,4708.224,8239.391999999996
1809,42,2018-12-30,1,0.1,3256.2,2637.522,293.058
1810,43,2018-12-30,1,0.1,2579.5,1625.085,696.4650000000001
1811,36,2018-12-30,8,0.05,3852.5,2966.425,5547.5999999999985
1812,26,2018-12-30,8,0.15,924.6,527.022,2071.1040000000003
1813,20,2018-12-30,3,0.05,3906.1,2421.782,3867.0389999999998
1814,33,2018-12-30,1,0.1,254.6,129.846,99.29399999999998
1815,6,2018-12-30,2,0.075,1072.0,589.6,804.0
1816,12,2018-12-30,2,0.15,2653.2,1061.28,2387.8799999999997
1817,39,2018-12-30,6,0.075,3564.4,1817.844,8875.356
1818,4,2018-12-30,8,0.4,1078.7,517.776,1035.5520000000006
1819,19,2018-12-30,4,0.05,6224.3,3112.15,11203.74
1820,2,2018-12-30,6,0.1,1326.6,822.492,2228.687999999999
1821,36,2018-12-30,8,0.1,221.1,159.192,318.384
1822,25,2018-12-30,8,0.05,6344.9,3806.94,17765.719999999998
1823,36,2018-12-31,2,0.15,1132.3,815.256,294.3979999999999
1824,23,2018-12-31,4,0.05,757.1,446.689,1090.224
1825,21,2018-12-31,6,0.1,1038.5,882.725,311.5499999999997
1826,40,2018-12-31,6,0.05,958.1,603.603,1839.5520000000006
1827,39,2018-12-31,1,0.1,1855.9,1521.838,148.47199999999998
1828,29,2018-12-31,2,0.15,2646.5,1879.015,741.02
1829,19,2018-12-31,3,0.15,5453.8,3654.046,2945.052000000002
1830,5,2018-12-31,4,0.075,1782.2,1301.006,1390.116
1831,29,2018-12-31,4,0.05,1051.9,631.14,1472.6600000000003
1832,22,2018-12-31,5,0.2,254.6,216.41,-63.64999999999995
1833,19,2018-12-31,2,0.075,2860.9,1745.149,1802.3670000000002
1834,32,2018-12-31,8,0.1,2887.7,1212.834,11088.767999999998
1835,31,2018-12-31,8,0.05,1085.4,857.466,1389.3120000000008
1836,27,2019-01-01,7,0.05,1031.8,773.85,1444.5199999999993
1837,35,2019-01-01,8,0.075,1172.5,644.875,3517.5
1838,4,2019-01-01,4,0.075,2010.0,924.6,3738.6
1839,16,2019-01-01,8,0.075,5279.6,4118.088,6124.336000000003
1840,34,2019-01-01,7,0.15,1038.5,581.56,2108.1550000000007
1841,37,2019-01-01,2,0.05,2860.9,1487.668,2460.3740000000003
1842,42,2019-01-01,2,0.3,978.2,626.048,117.38400000000001
1843,32,2019-01-01,3,0.05,3718.5,1970.805,4685.3099999999995
1844,4,2019-01-01,2,0.1,5480.6,3014.33,3836.42
1845,34,2019-01-01,3,0.1,797.3,518.245,597.9749999999998
1846,46,2019-01-01,2,0.05,247.9,123.95,223.10999999999999
1847,49,2019-01-01,4,0.075,1165.8,897.666,722.7959999999998
1848,32,2019-01-01,8,0.2,6425.3,3212.65,15420.719999999998
1849,28,2019-01-01,7,0.075,1293.1,956.894,1674.5644999999988
1850,38,2019-01-01,1,0.15,6197.5,3594.55,1673.3249999999998
1851,12,2019-01-02,3,0.3,5869.2,3462.828,1936.8359999999989
1852,31,2019-01-02,8,0.075,1098.8,593.352,3384.304
1853,25,2019-01-02,2,0.15,1072.0,889.76,42.88000000000011
1854,26,2019-01-02,1,0.1,6532.5,3984.825,1894.4250000000002
1855,19,2019-01-02,3,0.075,3946.3,2367.78,3847.6425000000004
1856,17,2019-01-02,8,0.3,1031.8,835.758,-907.9840000000004
1857,15,2019-01-02,4,0.3,5172.4,3258.612,1448.271999999999
1858,23,2019-01-02,4,0.05,2512.5,1306.5,4321.5
1859,42,2019-01-02,7,0.05,2639.8,2032.646,3326.148000000003
1860,19,2019-01-03,1,0.05,1051.9,662.697,336.60800000000006
1861,5,2019-01-03,1,0.05,1051.9,757.368,241.937
1862,33,2019-01-03,7,0.05,2003.3,1482.442,2944.8509999999997
1863,33,2019-01-03,4,0.05,837.5,502.5,1172.5
1864,40,2019-01-03,5,0.05,5815.6,4303.544,6106.380000000004
1865,23,2019-01-03,7,0.05,1172.5,973.175,984.9000000000003
1866,3,2019-01-03,6,0.2,1118.9,716.096,1074.1440000000007
1867,23,2019-01-03,8,0.15,3845.8,3230.472,307.66400000000067
1868,40,2019-01-03,3,0.075,2586.2,1034.48,4073.264999999999
1869,29,2019-01-03,7,0.1,5165.7,2066.28,18079.95
1870,26,2019-01-03,3,0.05,3155.7,1262.28,5206.905
1871,43,2019-01-04,8,0.2,2304.8,1613.36,1843.840000000002
1872,26,2019-01-04,3,0.05,3839.1,2802.543,2533.8059999999996
1873,44,2019-01-04,2,0.4,1005.0,723.6,-241.20000000000005
1874,19,2019-01-04,6,0.075,2525.9,1768.13,3409.9649999999992
1875,8,2019-01-04,6,0.05,1922.9,1365.259,2768.9760000000006
1876,6,2019-01-04,1,0.05,6371.7,4587.624,1465.491
1877,36,2019-01-04,2,0.4,3986.5,2670.955,-558.1100000000006
1878,7,2019-01-04,8,0.075,1835.8,1193.27,4038.76
1879,12,2019-01-04,1,0.2,871.0,574.86,121.93999999999994
1880,5,2019-01-04,6,0.075,3731.9,2910.882,3246.7530000000006
1881,22,2019-01-04,8,0.15,1976.5,968.485,5692.320000000001
1882,19,2019-01-04,1,0.15,3537.6,3006.96,0.0
1883,32,2019-01-04,8,0.05,2405.3,1803.975,3848.480000000003
1884,43,2019-01-04,4,0.05,3075.3,2490.993,1722.1680000000015
1885,29,2019-01-04,2,0.075,221.1,108.339,192.35699999999997
1886,49,2019-01-04,3,0.05,891.1,632.681,641.5920000000001
1887,49,2019-01-04,2,0.075,1226.1,944.097,380.0909999999999
1888,28,2019-01-05,4,0.075,5721.8,4176.914,4463.004000000001
1889,23,2019-01-05,7,0.05,3202.6,1473.196,10984.918
1890,31,2019-01-05,5,0.1,1721.9,1394.739,774.855
